Result,Move_ply_1,Move_ply_2,Move_ply_3,Move_ply_4,Move_ply_5,Move_ply_6,Move_ply_7,Move_ply_8,Move_ply_9,Move_ply_10,Move_ply_11,Move_ply_12,Move_ply_13,Move_ply_14,Move_ply_15,Move_ply_16,Move_ply_17,Move_ply_18,Move_ply_19,Move_ply_20,Move_ply_21,Move_ply_22,Move_ply_23,Move_ply_24,Move_ply_25,Move_ply_26,Move_ply_27,Move_ply_28,Move_ply_29,Move_ply_30,Move_ply_31,Move_ply_32,Move_ply_33,Move_ply_34,Move_ply_35,Move_ply_36,Move_ply_37,Move_ply_38,Move_ply_39,Move_ply_40,Move_ply_41,Move_ply_42,Move_ply_43,Move_ply_44,Move_ply_45,Move_ply_46,Move_ply_47,Move_ply_48,Move_ply_49,Move_ply_50,Move_ply_51,Move_ply_52,Move_ply_53,Move_ply_54,Move_ply_55,Move_ply_56,Move_ply_57,Move_ply_58,Move_ply_59,Move_ply_60,Move_ply_61,Move_ply_62,Move_ply_63,Move_ply_64,Move_ply_65,Move_ply_66,Move_ply_67,Move_ply_68,Move_ply_69,Move_ply_70,Move_ply_71,Move_ply_72,Move_ply_73,Move_ply_74,Move_ply_75,Move_ply_76,Move_ply_77,Move_ply_78,Move_ply_79,Move_ply_80,Move_ply_81,Move_ply_82,Move_ply_83,Move_ply_84,Move_ply_85,Move_ply_86,Move_ply_87,Move_ply_88,Move_ply_89,Move_ply_90,Move_ply_91,Move_ply_92,Move_ply_93,Move_ply_94,Move_ply_95,Move_ply_96,Move_ply_97,Move_ply_98,Move_ply_99,Move_ply_100,Move_ply_101,Move_ply_102,Move_ply_103,Move_ply_104,Move_ply_105,Move_ply_106,Move_ply_107,Move_ply_108,Move_ply_109,Move_ply_110,Move_ply_111,Move_ply_112,Move_ply_113,Move_ply_114,Move_ply_115,Move_ply_116,Move_ply_117,Move_ply_118,Move_ply_119,Move_ply_120,Move_ply_121,Move_ply_122,Move_ply_123,Move_ply_124,Move_ply_125,Move_ply_126,Move_ply_127,Move_ply_128,Move_ply_129,Move_ply_130,Move_ply_131,Move_ply_132,Move_ply_133,Move_ply_134,Move_ply_135,Move_ply_136,Move_ply_137,Move_ply_138,Move_ply_139,Move_ply_140,Move_ply_141,Move_ply_142,Move_ply_143,Move_ply_144,Move_ply_145,Move_ply_146,Move_ply_147,Move_ply_148,Move_ply_149,Move_ply_150,Move_ply_151,Move_ply_152,Move_ply_153,Move_ply_154,Move_ply_155,Move_ply_156,Move_ply_157,Move_ply_158,Move_ply_159,Move_ply_160,Move_ply_161,Move_ply_162,Move_ply_163,Move_ply_164,Move_ply_165,Move_ply_166,Move_ply_167,Move_ply_168,Move_ply_169,Move_ply_170,Move_ply_171,Move_ply_172,Move_ply_173,Move_ply_174,Move_ply_175,Move_ply_176,Move_ply_177,Move_ply_178,Move_ply_179,Move_ply_180,Move_ply_181,Move_ply_182,Move_ply_183,Move_ply_184,Move_ply_185,Move_ply_186,Move_ply_187,Move_ply_188,Move_ply_189,Move_ply_190,Move_ply_191,Move_ply_192,Move_ply_193,Move_ply_194,Move_ply_195,Move_ply_196,Move_ply_197,Move_ply_198,Move_ply_199,Move_ply_200
0-1,e4,d6,d4,Nf6,d5,g6,Bf4,Nxe4,Qd4,Nf6,Nc3,e5,dxe6,Bxe6,Bb5+,Nc6,Nf3,Bd7,Qc4,a6,Bxc6,Bxc6,Ng5,Qe7+,Be3,Bg7,O-O,O-O,Rfe1,b5,Qh4,h6,Nf3,g5,Qh3,g4,Qg3,gxf3,Bxh6,Nh5,Qg4,Qf6,Bg5,Qg6,h4,f6,Re6,Rae8,Rae1,Bd7,Rxf6,Rxe1+,Kh2,Bxg4,Rxg6,Kh7,Rxg7+,Kxg7,Nd5,Re5,Nxc7,Rf4,Bxf4,Nxf4,Kg3,Nh5+,Kxg4,fxg2,Kf3,g1=Q,Nxa6,Qd1+,Kg2,Nf4+,Kg3,Kf6,Kh2,Qg4,Kh1,Qg2#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-1,d4,c5,Nf3,cxd4,Nxd4,Nc6,e4,e6,Nxc6,bxc6,Bc4,d5,exd5,cxd5,Bb3,Nf6,O-O,Bd6,Bg5,h6,Bxf6,Qxf6,g3,Be5,c3,O-O,Na3,a6,Re1,Bb7,c4,dxc4,Bxc4,Bxb2,Rb1,Bf3,Qd3,Rfd8,Qb3,Bd4,Nc2,Bxf2+,Kxf2,Rd2+,Kg1,Bg2,Ne3,Qf2#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-0,e4,e5,Qh5,Nf6,Qxe5+,Qe7,Qxe7+,Bxe7,e5,Nd5,Bc4,c6,Nf3,f6,exf6,gxf6,Nc3,Na6,Bxd5,cxd5,Nxd5,d6,Nxe7,Bg4,Nd5,Kf8,Nd4,h5,f3,Bd7,O-O,h4,Re1,Rh5,Nc7,Nxc7,d3,f5,Bf4,Na6,Bxd6+,Kf7,Re7+,Kf6,Rxd7,Rh6,Re1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-0,c4,e5,Nc3,Nf6,d4,exd4,Qxd4,Nc6,Qd2,Bb4,a3,Ne4,Qe3,Bxc3+,bxc3,Qe7,g3,Nd6,Qd3,Ne5,Qc2,Ndxc4,Bg2,c6,Bf4,d5,e3,O-O,Ne2,Qf6,Nd4,c5,Nf3,Bf5,Bxe5,Nxe5,Qd1,Nd3+,Ke2,Qxc3,Ra2,c4,Nd4,Rae8,Nxf5,d4,e4,Rxe4+,Bxe4,Re8,f3,Nc5,Rc2,d3+,Kf2,dxc2,Qxc2,Qxc2+,Bxc2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-0,d4,e5,dxe5,Nf6,f4,d5,Nf3,Bb4+,Nc3,Bxc3+,bxc3,Bg4,exf6,gxf6,Nd4,Nc6,h3,Bh5,g3,Nxd4,cxd4,Qd6,c3,c5,Bg2,O-O-O,Ba3,Qe6,O-O,a5,Re1,b5,Bxc5,Bxe2,Rxe2,Qxe2,Qxe2,Rhe8,Qxb5,Re2,Rb1,h5,Qb7#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-0,e4,e5,Nf3,Nf6,Nc3,Nc6,Bb5,Nd4,Nxd4,exd4,Ne2,Nxe4,Nxd4,Bc5,c3,Bxd4,cxd4,O-O,d3,Nf6,O-O,c6,Ba4,Nd5,Bb3,Qh4,h3,Qxd4,Bxd5,Qxd5,Be3,d6,Rc1,Bf5,g4,Bg6,b4,Qxd3,Qxd3,Bxd3,Rfd1,Bg6,Rxd6,a6,f4,h6,f5,Bh7,a4,Rad8,Rxd8,Rxd8,Bb6,Rd3,b5,axb5,axb5,Rxh3,bxc6,bxc6,Rxc6,f6,Rc8+,Kf7,Rc7+,Kg8,Bc5,Rg3+,Kf2,Rxg4,Rc8+,Kf7,Rf8#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-1,Nf3,c5,c4,Nc6,Nc3,g6,e3,Bg7,d4,cxd4,exd4,Nf6,d5,Nb8,Bd3,d6,h3,O-O,O-O,Nbd7,Re1,Nc5,Bc2,a6,Bg5,h6,Bd2,Rb8,b4,Ncd7,a4,b5,axb5,axb5,Nxb5,Nxd5,Ra3,N5b6,Bb3,Bb7,Be3,Bxf3,Qxf3,Ne5,Qe2,Qc8,c5,dxc5,Bxc5,Re8,Na7,Qb7,Nb5,Nbd7,Nd4,Nxc5,bxc5,Qb4,Ra7,Qxd4,Qa6,Rxb3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-1,d4,d5,c4,Nf6,Nc3,e6,a3,Bd6,c5,Be7,Bg5,Ne4,Bxe7,Qxe7,Nxe4,dxe4,e3,O-O,Ne2,Nc6,Nc3,e5,d5,Nb8,b4,c6,d6,Qe6,Be2,b6,O-O,bxc5,bxc5,Ba6,Nxe4,Bxe2,Qxe2,f5,Ng5,Qd5,Qc2,h6,Rfd1,Qxd1+,Rxd1,hxg5,Qc4+,Kh8,Qe6,e4,Rb1,Na6,g4,Rfe8,Qxf5,Rab8,Rxb8,Nxb8,Qxg5,Kg8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-0,e4,e5,Nf3,Nf6,Nc3,Nc6,Bc4,Bc5,h3,a6,O-O,b5,Bd3,d5,exd5,Nxd5,Be4,Nxc3,dxc3,Qxd1,Rxd1,Bb7,Bd5,O-O,Ng5,Nd8,Bxb7,Nxb7,Rd7,Bd6,Be3,Nc5,Bxc5,Bxc5,Rxc7,Rac8,Rxc8,Rxc8,b4,Be7,Ne4,f5,Ng3,g6,Ne2,Bf6,a4,Rd8,axb5,axb5,Ra6,Kg7,Rc6,f4,c4,Rd2,Nc3,bxc4,Ne4,Rd1+,Kh2,Bd8,Rxc4,Rd4,Rxd4,exd4,g3,g5,b5,Kg6,g4,h5,f3,hxg4,hxg4,Bc7,Nc5,Kf6,Nd7+,Ke7,Nc5,Bd8,Ne4,Kd7,Nc5+,Kc8,Ne6,Kd7,Nxd4,Kd6,c4,Bb6,Nf5+,Kc5,Ng7,Kxc4,Ne6,Kxb5,Nxg5,Bd8,Ne6,Be7,Nxf4,Kc6,Kh3,Kd6,Ng6,Ke6,Nf4+,Kf6,Nd5+,Ke6,Nxe7,Kxe7,f4,Kf6,Kg3,Kg6,f5+,Kg5,Kf3,Kf6,Kf4,Kg7,g5,Kf7,g6+,Kf6,Kg4,Kg7,Kg5,Kf8,f6,Kg8,Kh6,Kh8,Kg5,Kg8,f7+,Kg7,Kf5,Kf8,Kg5,Kg7,Kf5,Kf8,Ke6,Kg7,Ke7,Kxg6,f8=Q,Kg5,Qf6+,Kg4,Ke6,Kg3,Ke5,Kg2,Ke4,Kg1,Ke3,Kh2,Kf4,Kg2,Qg5+,Kf2,Qg3+,Ke2,Qe3+,Kd1,Kf3,Kc2,Ke2,Kb2,Kd2,Ka1,Qc3+,Kb1,Qb3+,Ka1,Qa3+,Kb1,Qb3+,Ka1,Qd1+,Kb2,Qc2+,Ka1,Qc3+,Kb1,Kd1,Ka2,Qa5+,Kb3,Qb5+,Kc3,Qe5+,Kc4,Qe4+,Kc5
1-0,d4,Nf6,Bf4,d5,e3,Nc6,Nd2,e6,Ngf3,g6,c3,Bg7,Bd3,O-O,Qc2,Ng4,h3,Nf6,O-O-O,Bd7,g4,Rc8,Rdg1,Na5,e4,dxe4,Nxe4,Nxe4,Bxe4,Nc4,h4,Qf6,Bg5,Qxf3,Bxf3,b6,h5,c5,hxg6,fxg6,Bh6,Bxh6+,Rxh6,Rxf3,Rgh1,Rf7,Rxg6+,hxg6,Qxg6+,Rg7,Qe4,Bc6,Qxe6+,Kf8,Rh8+,Rg8,Rxg8#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-1,d4,d5,c4,e6,Nc3,Nf6,Nf3,c5,e3,Nc6,cxd5,Nxd5,Bb5,a6,Bxc6+,bxc6,dxc5,Bxc5,Nxd5,cxd5,O-O,O-O,Ne5,Bd7,a3,Bd6,Nxd7,Qxd7,b4,Rfc8,Bb2,Rc4,Rc1,Rac8,Qe2,Qc7,Rxc4,Qxc4,Qxc4,Rxc4,Rc1,f6,Rxc4,dxc4,Bc3,Kf7,g3,Ke7,Kg2,Kd7,Kf3,Kc6,Ke4,Kb5,Kd4,a5,bxa5,Bxa3,e4,Bc5#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-1,d4,Nf6,Nc3,d5,Bg5,c5,Bxf6,exf6,e4,Be6,exd5,Bxd5,Nxd5,Qxd5,Bb5+,Nc6,Qe2+,Be7,O-O-O,O-O,Bxc6,bxc6,Qxe7,Rfe8,Qb7,Qxa2,Qxc6,Qa1+,Kd2,Qa5+,c3,cxd4,Ne2,dxc3+,Qxc3,Rad8+,Kc2,Rxe2+,Rd2,Rexd2+,Kb1,Rd1+,Rxd1,Rxd1+,Kc2,Qa4+,b3,Qd7,Kb2,Qd2+,Qxd2,Rxd2+,Ka3,Rxf2,g4,Rxh2,Ka4,Ra2+,Kb4,Kf8,Kb5,Ke7,b4,Kd7,Kc5,Kc7,b5,Kb7,Kd6,Re2,Kc5,g6,Kd4,h5,Kd3,Re8,gxh5,gxh5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-0,e3,e5,d4,Qf6,dxe5,Qxe5,Nf3,Qf6,Nc3,g5,Qd3,d6,b3,Bf5,Qd2,g4,Bb2,gxf3,Nd5,Qxb2,Nxc7+,Kd8,Qxd6+,Nd7,Qxf8+,Nxf8,Nxa8,Qxa1+,Kd2,Qb2,Bb5,Qxc2+,Ke1,Qe2+,Bxe2,fxe2,Kxe2,Bg4+,f3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-0,d4,d5,c4,g6,Nc3,Nf6,cxd5,Nxd5,e4,Nf6,e5,Nd5,Nf3,Bg7,Bc4,c6,O-O,O-O,h3,f6,Re1,e6,exf6,Bxf6,Bh6,Bg7,Bxg7,Kxg7,Qe2,Qf6,Qe5,Qxe5,Nxe5,Nd7,Rad1,Nxe5,dxe5,Nxc3,bxc3,b5,Bb3,a5,Rd6,a4,Bxe6,Bxe6,Rxe6,Rac8,Re7+,Kh6,h4,Rfe8,Rd7,Red8,Ra7,Rd2,g3,Rxa2,e6,Rf8,f4,Rd2,e7,Re8,Rc7,a3,Rxc6,Rb2,Rb6,a2,Ra6,Rb1,Kf1,Rxe7,Rxa2,Rexe1+,Kf2,Rf1+,Ke3,Rb3,Kd4,Rf3,g4,Rbxc3,g5+,Kg7,Ra7+,Kf8,Rxh7,b4,Ke5,Rxf4,Kxf4,b3,Rb7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-0,e4,e5,Bc4,Nc6,Qf3,Nf6,a3,Bc5,Ba2,Nd4,Qd1,b6,Nf3,Ba6,Nxd4,Bxd4,c3,Bc5,Qb3,O-O,d4,exd4,Bg5,dxc3,Bxf6,cxb2,Bxb2,Qh4,g3,Qxe4+,Kd1,Qe2+,Kc1,Qf3,Qxf3,Rfe8,Qc3,d5,Qxg7#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-1,e4,c5,Nf3,d6,Bc4,e6,Nc3,Nc6,O-O,Nf6,d3,d5,exd5,exd5,Bb3,Be7,Re1,O-O,Bg5,Bg4,h3,Bh5,g4,Bg6,Nxd5,Nxd5,Bxe7,Ndxe7,d4,cxd4,Nxd4,Nxd4,Rxe7,Qxe7,Qxd4,Rfd8,Qc4,h6,c3,Rac8,Qb4,Qxb4,cxb4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-0,e4,e5,Nf3,Nc6,Bc4,Bc5,c3,d6,d4,exd4,cxd4,Bb4+,Nc3,Bg4,h3,Bh5,O-O,Nge7,Nd5,Ba5,b4,Bxb4,Bg5,Bxf3,Qxf3,f6,Qxf6,gxf6,Nxf6+,Kf8,Bh6#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-0,e4,e5,d4,exd4,Qxd4,Nc6,Qe3,Bb4+,c3,Ba5,b4,Bb6,Qd2,Nf6,Bd3,O-O,Nf3,d6,Bb2,Bg4,Qe2,Re8,h3,Bxf3,Qxf3,Ne5,Qe2,Nxd3+,Qxd3,Rxe4+,Kd2,Qc8,f3,Re8,Na3,Qd7,Nc4,Re7,Nxb6,axb6,Rae1,Rae8,Rxe7,Rxe7,c4,Qf5,Qxf5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-1,e4,e5,Bc4,c6,d4,d5,exd5,cxd5,Bb5+,Nc6,dxe5,Be6,Nf3,Bg4,h3,Bxf3,Qxf3,Qa5+,Nc3,Bb4,Bxc6+,bxc6,Qd3,Ne7,O-O,O-O,Bg5,Ng6,f4,Bxc3,bxc3,h6,Bh4,Nxh4,g4,Qc5+,Kh2,Ng6,Rae1,Rae8,Qf5,Qxc3,Re2,Nh4,Qh5,Nf3+,Kg2,Nd4,Ref2,Ne6,g5,hxg5,fxg5,Qxe5,Rf5,Qe4+,Kg1,g6,Qh6,gxf5,g6,Qd4+,Rf2,Qg7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-0,Nf3,d6,d4,e5,dxe5,dxe5,Qxd8+,Kxd8,Nxe5,f6,Nf7+,Ke7,Nxh8,Ke6,e4,Nc6,Bc4+,Ke7,Nc3,Ke8,Nd5,Nd4,Bb3,c6,Nc7+,Kd7,Nxa8,c5,O-O,Ne7,Nf7,Kc6,e5,Nxb3,axb3,Bf5,exf6,Bxc2,fxe7,Bxe7,Ne5+,Kd6,Nc4+,Kc6,Rxa7,Bd3,Re1,Bf6,Ne5+,Bxe5,Rxe5,Kd6,Re3,Bf5,Rxb7,Bd7,Rb6+,Kd5,Nc7+,Kd4,Rd6#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-1,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,d3,Be7,Nbd2,b5,Bb3,Bb7,O-O,O-O,Re1,Na5,Bd5,Nxd5,exd5,Bxd5,Rxe5,Bb7,c4,Bf6,Rh5,g6,Rh3,d6,Ne4,bxc4,Nxf6+,Qxf6,dxc4,Nxc4,Bg5,Qxb2,Rb1,Bxf3,Rxf3,Qe5,Bf6,Qe6,Qc1,Ne5,Qh6,Nxf3+,gxf3,Qxf6,Rb4,Rab8,Rh4,Qg7,Qg5,h6,Qa5,g5,Rg4,Qa1+,Kg2,Qd1,h4,f6,Qf5,Rf7,hxg5,hxg5,Rg3,Qb1,Qd5,Rb5,Qa8+,Kg7,Qxa6,Rb6,Qc8,Qxa2,Rh3,Rf8,Qd7+,Qf7,Qf5,Qg6,Qd7+,Rf7,Qc8,Rf8,Qd7+,Kg8,Qe6+,Qf7,Qf5,c5,f4,Qg7,Qe6+,Qf7,Qf5,Re8,fxg5,fxg5,Qxg5+,Qg7,Qxg7+,Kxg7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-1,Nc3,e6,Nf3,d5,d4,Bb4,Bd2,Nf6,a3,Ba5,Na4,O-O,b4,Bb6,e3,Ne4,Nxb6,cxb6,b5,a6,Bb4,Re8,a4,axb5,axb5,Rxa1,Qxa1,Nd7,Nd2,Nxd2,Kxd2,Nf6,Qa3,Ne4+,Ke2,Qg5,h4,Qh5+,Ke1,e5,Qc3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-0,d4,d5,b3,Nc6,Bb2,Bf5,a3,Nf6,Nf3,h6,e3,e6,Nbd2,Bd6,c4,dxc4,Nxc4,O-O,Nxd6,cxd6,Nh4,Bh7,Bd3,Ne4,Bxe4,Bxe4,Nf3,Qf6,O-O,Bxf3,Qxf3,Qxf3,gxf3,e5,d5,Ne7,e4,f5,Kh1,f4,Rg1,Rf6,a4,Ng6,Rac1,Nh4,Rc7,Rf7,Rgc1,Nxf3,Ba3,Nd4,Bxd6,Nxb3,R1c4,Nd2,Rb4,a5,Rbxb7,Nxe4,Bxe5,Rxc7,Rxc7,g5,Rg7+,Kf8,Rh7,Nxf2+,Kg2,Ng4,Rh8+,Kf7,Rxa8,Nxe5,Rxa5,Ke7,Ra6,h5,Rh6,h4,a5,Nd7,Re6+,Kf7,Rc6,Ne5,Rc7+,Ke8,a6,Kd8,Rg7,g4,a7,f3+,Kf2,g3+,hxg3,hxg3+,Rxg3,Nd7,a8=Q+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2-1/2,c4,c6,Nc3,d5,cxd5,cxd5,d4,e6,a3,Nf6,Nf3,Be7,e3,O-O,Bd3,a6,O-O,Nc6,e4,dxe4,Nxe4,b5,Neg5,h6,Ne4,Bb7,Be3,Nd5,Bd2,Qb6,Qc1,Rac8,Bxh6,Nxd4,Qd1,gxh6,Ne5,Nf6,Nxf6+,Bxf6,Qg4+,Kh8,Qh5,Kg7,Qg4+,Kh8,Qh5,Kg7,Qg4+,Kh8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-1,e4,e6,Bc4,d5,exd5,exd5,Bb3,Nf6,a3,c5,d3,Bd6,c4,Ke7,Be3,d4,Bd2,Qb6,Ba2,Re8,b4,Kf8+,Ne2,Bg4,f3,Bh5,bxc5,Qb2,cxd6,Qxa1,Bc1,Qxa2,d7,Nbxd7,g4,Bg6,O-O,Rxe2,Bd2,Rae8,Ba5,Rxh2,Nd2,Rxd2,Qxd2,Qxd2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-0,e4,e5,Nf3,Nc6,Bb5,Nf6,d3,h6,Nc3,a6,Ba4,Bb4,Bd2,O-O,Bxc6,dxc6,Nxe5,Bd7,a3,Ba5,b4,Bb6,O-O,Bd4,Nxd7,Qxd7,Qf3,Qg4,Qxg4,Nxg4,Be1,b6,h3,Ne5,Kh1,f6,f4,Ng6,a4,Bxc3,Bxc3,b5,a5,Rad8,e5,f5,g4,Ne7,e6,Rd6,gxf5,Nxf5,Rae1,Re8,e7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-1,e4,e5,Nf3,d6,d4,exd4,Nxd4,Nf6,Nc3,Be7,Bc4,c6,O-O,b5,Bb3,b4,Nce2,Nxe4,Qd3,d5,f3,Ba6,Qe3,Nf6,a3,c5,axb4,cxd4,Qxd4,O-O,Bf4,Bxe2,Rfe1,Bb5,Ra5,Nc6,Qe3,Bxb4,Rxb5,Bxe1,Qxe1,Qb6+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
